    47    22    19  6.826E-06          83.68809300    36.72          2.79153  1.0
    48    32    29  1.343E-06          86.63908770    55.20          2.88997  1.0
    49   116   113  1.367E-07          86.82893810   207.76          2.89630  1.0
    50   177   176  1.471E-06          90.54814740   320.93          3.02036  1.0
    51   122   118  1.730E-06          91.55043920   218.65          3.05379  1.0
    52   190   185  1.901E-06          94.06469500   342.23          3.13766  1.0
    53    26    25  1.814E-06          97.70233350    47.84          3.25900  1.0
    54     8     5  1.026E-06         100.87810530    12.58          3.36493  1.0
    55     5     2  1.006E-05         104.02941830     7.74          3.47005  1.0
    56    77    73  3.172E-06         104.03358170   137.53          3.47019  1.0
    57    31    28  1.122E-05         104.23929520    54.71          3.47705  1.0
    58    62    58  2.648E-06         107.84347010   111.00          3.59727  1.0
    59   112   107  2.905E-06         109.75758510   202.07          3.66112  1.0
    60   178   174  3.433E-06         115.31755660   321.04          3.84658  1.0
    61    19    15  1.345E-05         116.98044960    32.70          3.90205  1.0
    62   142   139  4.238E-06         118.57743000   257.82          3.95532  1.0
    63    23    20  3.163E-06         123.05769000    41.40          4.10476  1.0
    64    55    53  3.912E-06         124.86474000    99.95          4.16504  1.0
    65   137   134  2.969E-07         125.42713000   248.44          4.18380  1.0
    66    47    43  2.615E-05         128.60513000    82.58          4.28981  1.0
    67    43    39  9.029E-06         129.10583000    76.41          4.30651  1.0
    68    35    31  2.502E-05         129.51481000    60.93          4.32015  1.0
    69    43    38  1.855E-05         131.01486000    76.41          4.37019  1.0
    70   104    98  4.807E-06         131.27493000   186.41          4.37886  1.0
    71    61    56  2.933E-05         132.74486000   108.12          4.42789  1.0
    72    25    22  2.501E-05         134.00486000    43.15          4.46992  1.0
    73   166   161  5.375E-06         134.94330000   300.77          4.50122  1.0
    74    10     6  2.209E-05         135.69602000    15.66          4.52633  1.0
    75    21    17  3.855E-06         139.35506000    35.89          4.64838  1.0
    76    17    13  2.528E-05         140.30617000    29.20          4.68011  1.0
    77    77    72  3.573E-05         143.05711000   137.53          4.77187  1.0
    78    50    48  5.897E-06         146.55008000    89.83          4.88838  1.0
    79    11     7  2.470E-05         146.60552000    19.03          4.89023  1.0
    80    96    92  6.952E-06         150.38110000   171.68          5.01617  1.0
    81     8     4  1.875E-05         151.37863000    12.58          5.04945  1.0
    82   155   151  7.992E-06         155.38962000   281.43          5.18324  1.0
    83     9     5  2.532E-05         158.19974000    15.34          5.27698  1.0
    84    95    91  4.692E-05         160.34299000   170.76          5.34847  1.0
    85    18    14  4.322E-06         160.54306000    31.29          5.35514  1.0
    86    28    24  3.954E-05         160.82788000    49.71          5.36464  1.0
    87    95    90  1.354E-05         163.11937890   170.76          5.44108  1.0
    88    56    52  3.005E-05         163.60553280   101.75          5.45729  1.0
    89    44    41  7.738E-06         165.12363480    80.64          5.50793  1.0
    90    14    10  3.122E-05         165.14465070    23.59          5.50863  1.0
    91    15    12  4.135E-05         165.22545110    27.08          5.51133  1.0
    92   159   158  5.452E-07         168.79006670   292.74          5.63023  1.0
    93    87    84  9.711E-06         170.75454830   157.88          5.69576  1.0
    94   146   141  1.109E-05         175.10132250   263.01          5.84075  1.0
    95    20    15  3.681E-05         175.27572120    35.50          5.84657  1.0
    96    16    11  3.225E-06         179.00610470    27.62          5.97100  1.0
    97   167   160  1.559E-05         180.04528150   302.35          6.00566  1.0
    98    56    51  2.992E-05         182.70589000   101.75          6.09441  1.0
    99   116   111  6.505E-05         184.96980000   207.76          6.16993  1.0
   100    40    36  9.729E-06         185.27860000    72.36          6.18023  1.0
   101    29    24  4.390E-05         188.65497320    51.04          6.29285  1.0
   102    79    75  1.268E-05         190.14865000   145.00          6.34268  1.0
   103     8     3  6.560E-05         192.65102000    12.58          6.42615  1.0
   104    24    19  7.063E-05         193.60949000    41.99          6.45812  1.0
   105   136   130  1.480E-05         195.08044000   245.52          6.50718  1.0
   106   142   137  9.077E-05         195.32070000   257.82          6.51520  1.0
   107   120   116  8.937E-05         197.14218000   217.22          6.57596  1.0
   108   167   159  9.873E-05         200.28742130   302.35          6.68087  1.0
   109    72    67  4.696E-05         200.80918000   130.66          6.69827  1.0
   110    38    34  8.805E-05         203.39155000    70.12          6.78441  1.0
   111    99    95  9.267E-05         204.24676080   180.56          6.81294  1.0
   112    37    32  1.114E-05         204.38430000    65.01          6.81753  1.0
   113    39    34  5.318E-05         205.30057000    70.21          6.84809  1.0
   114     9     4  6.718E-05         208.70033590    15.34          6.96149  1.0
   115    74    70  1.593E-05         209.93604450   133.04          7.00271  1.0
   116   192   188  1.156E-04         213.06842650   350.78          7.10720  1.0
   117    81    77  9.902E-05         214.68939410   147.83          7.16127  1.0
   118   126   122  1.894E-05         214.72828520   228.96          7.16256  1.0
   119   188   182  8.879E-07         215.09452110   340.55          7.17478  1.0
   120   137   131  9.271E-05         216.64330350   248.44          7.22644  1.0
   121   194   190  2.131E-05         219.27597820   352.76          7.31426  1.0
   122    34    28  1.138E-04         221.96521960    60.36          7.40396  1.0
   123    33    26  1.161E-05         223.88356920    58.58          7.46795  1.0
   124   116   108  3.941E-05         224.26481430   207.76          7.48067  1.0
   125    51    46  6.523E-05         225.15370360    92.98          7.51032  1.0
   126    65    61  1.068E-04         226.30002670   118.98          7.54856  1.0
   127    69    62  1.908E-05         229.34762990   122.01          7.65021  1.0
   128   117   112  2.349E-05         234.42158840   213.32          7.81946  1.0
   129    11     5  7.690E-05         235.15171960    19.03          7.84382  1.0
   130    72    66  7.504E-05         236.21668690   130.66          7.87934  1.0
   131    53    47  1.141E-04         237.06883300    93.96          7.90777  1.0
   132    90    85  1.458E-06         238.16631800   162.93          7.94437  1.0
   133   184   178  2.671E-05         238.99253440   332.51          7.97193  1.0
   134    73    67  1.398E-06         239.83275400   132.54          7.99996  1.0
   135    91    85  7.024E-05         240.94279180   163.07          8.03699  1.0
   136    14     7  8.456E-05         241.61579670    23.59          8.05944  1.0
   137   108   103  1.527E-06         242.99781460   196.99          8.10553  1.0
   138    30    23  1.027E-05         243.08764730    53.07          8.10853  1.0
   139    52    46  1.639E-04         244.25421830    93.90          8.14744  1.0
   140   192   187  4.205E-05         245.33923270   350.78          8.18364  1.0
